fecha,ccaa,Casos totales,Casos diag día previo,Casos diag ultimos 14 días: n,Casos diag ultimos 14 días: IA,Casos diag ultimos 7 días: n,Casos diag ultimos 7 días: IA,Casos diag fecha sintomas 14 días:n,Casos diag fecha sintomas 14 días:IA,Casos diag fecha sintomas 7 días:n,Casos diag fecha sintomas 7 días:IA
2020-08-24,Asturias,3.048 ,19 ,347 ,"33,93 ",188 ,"18,38 ",131 ,"12,81 ",52 ,"5,08 "
2020-08-24,Baleares,5.694 ,6 ,1.939 ,"168,69 ",375 ,"32,62 ",858 ,"74,64 ",63 ,"5,48 "
2020-08-24,Canarias,4.990 ,115 ,2.031 ,"94,32 ",1.282 ,"59,53 ",1.148 ,"53,31 ",375 ,"17,41 "
2020-08-24,Cantabria,3.518 ,37 ,772 ,"132,86 ",398 ,"68,49 ",272 ,"46,81 ",67 ,"11,53 "
2020-08-24,Castilla La Mancha,21.657 ,38 ,2.270 ,"111,67 ",1.160 ,"57,06 ",1.013 ,"49,83 ",245 ,"12,05 "
2020-08-24,Castilla y León,25.451 ,33 ,3.467 ,"144,49 ",1.671 ,"69,64 ",765 ,"31,88 ",190 ,"7,92 "
2020-08-24,Cataluña,102.032 ,84 ,12.807 ,"166,86 ",6.679 ,"87,02 ",4.488 ,"58,47 ",1.330 ,"17,33 "
2020-08-24,Ceuta,220 ,1 ,53 ,"62,52 ",36 ,"42,46 ",36 ,"42,46 ",10 ,"11,80 "
2020-08-24,C. Valenciana,19.978 ,2 ,3.977 ,"79,48 ",1.829 ,"36,55 ",1.473 ,"29,44 ",296 ,"5,92 "
2020-08-24,Extremadura,4.409 ,42 ,797 ,"74,65 ",515 ,"48,23 ",221 ,"20,70 ",97 ,"9,08 "
2020-08-24,Galicia,12.590 ,150 ,2.308 ,"85,50 ",1.403 ,"51,97 ",310 ,"11,48 ",128 ,"4,74 "
2020-08-24,Madrid,108.374 ,409 ,24.419 ,"366,46 ",13.434 ,"201,61 ",4.953 ,"74,33 ",639 ,"9,59 "
2020-08-24,Melilla,261 ,25 ,100 ,"115,62 ",57 ,"65,91 ",53 ,"61,28 ",20 ,"23,12 "
2020-08-24,Murcia,4.468 ,5 ,1.328 ,"88,89 ",563 ,"37,69 ",634 ,"42,44 ",128 ,"8,57 "
2020-08-24,Navarra,8.911 ,95 ,1.403 ,"214,46 ",704 ,"107,61 ",656 ,"100,27 ",243 ,"37,14 "
2020-08-24,País Vasco,25.545 ,413 ,6.669 ,"302,07 ",3.620 ,"163,97 ",87 ,"3,94 ",10 ,"0,45 "
2020-08-24,La Rioja,5.049 ,78 ,777 ,"245,27 ",440 ,"138,89 ",347 ,"109,53 ",127 ,"40,09 "
2020-08-25,Andalucía,25.176 ,257 ,7.163 ,"85,13 ",3.633 ,"43,18 ",2.224 ,"26,43 ",695 ,"8,26 "
2020-08-25,Aragón,24.752 ,159 ,5.499 ,"416,81 ",2.321 ,"175,93 ",1.122 ,"85,05 ",269 ,"20,39 "
2020-08-25,Asturias,3.100 ,53 ,385 ,"37,64 ",221 ,"21,61 ",129 ,"12,61 ",46 ,"4,50 "
2020-08-25,Baleares,6.603 ,10 ,2.600 ,"226,19 ",899 ,"78,21 ",1.062 ,"92,39 ",166 ,"14,44 "
2020-08-25,Canarias,5.225 ,216 ,2.178 ,"101,14 ",1.414 ,"65,66 ",1.189 ,"55,22 ",341 ,"15,84 "
2020-08-25,Cantabria,3.569 ,51 ,810 ,"139,40 ",430 ,"74,00 ",264 ,"45,43 ",59 ,"10,15 "
2020-08-25,Castilla La Mancha,21.980 ,50 ,2.494 ,"122,68 ",1.353 ,"66,56 ",1.054 ,"51,85 ",264 ,"12,99 "
2020-08-25,Castilla y León,26.020 ,78 ,3.873 ,"161,41 ",2.003 ,"83,47 ",903 ,"37,63 ",260 ,"10,84 "
2020-08-25,Cataluña,102.817 ,153 ,12.593 ,"164,07 ",6.271 ,"81,70 ",4.315 ,"56,22 ",1.138 ,"14,83 "
2020-08-25,Ceuta,230 ,9 ,62 ,"73,13 ",38 ,"44,82 ",40 ,"47,18 ",8 ,"9,44 "
2020-08-25,C. Valenciana,20.748 ,67 ,4.474 ,"89,41 ",2.257 ,"45,11 ",1.663 ,"33,23 ",373 ,"7,45 "
2020-08-25,Extremadura,4.465 ,38 ,841 ,"78,77 ",523 ,"48,98 ",212 ,"19,86 ",90 ,"8,43 "
2020-08-25,Galicia,12.755 ,113 ,2.376 ,"88,02 ",1.414 ,"52,38 ",333 ,"12,34 ",141 ,"5,22 "
2020-08-25,Madrid,110.300 ,768 ,25.661 ,"385,10 ",14.213 ,"213,30 ",4.552 ,"68,31 ",708 ,"10,63 "
2020-08-25,Melilla,272 ,11 ,99 ,"114,47 ",68 ,"78,62 ",48 ,"55,50 ",17 ,"19,66 "
2020-08-25,Murcia,4.627 ,1 ,1.444 ,"96,66 ",627 ,"41,97 ",650 ,"43,51 ",127 ,"8,50 "
2020-08-25,Navarra,9.003 ,92 ,1.455 ,"222,40 ",748 ,"114,34 ",629 ,"96,15 ",232 ,"35,46 "
2020-08-25,País Vasco,25.795 ,225 ,6.603 ,"299,08 ",3.576 ,"161,97 ",72 ,"3,26 ",8 ,"0,36 "
2020-08-25,La Rioja,5.116 ,64 ,813 ,"256,63 ",449 ,"141,73 ",342 ,"107,96 ",124 ,"39,14 "
2020-08-26,Andalucía,26.017 ,370 ,7.583 ,"90,12 ",3.880 ,"46,11 ",2.371 ,"28,18 ",694 ,"8,25 "
2020-08-26,Aragón,25.077 ,316 ,5.486 ,"415,83 ",2.164 ,"164,03 ",1.009 ,"76,48 ",224 ,"16,98 "
2020-08-26,Asturias,3.149 ,48 ,413 ,"40,38 ",240 ,"23,46 ",119 ,"11,63 ",32 ,"3,13 "
2020-08-26,Baleares,6.939 ,0 ,2.731 ,"237,59 ",854 ,"74,30 ",1.016 ,"88,39 ",131 ,"11,40 "
2020-08-26,Canarias,5.516 ,290 ,2.414 ,"112,10 ",1.570 ,"72,91 ",1.245 ,"57,82 ",344 ,"15,97 "
2020-08-26,Cantabria,3.651 ,82 ,827 ,"142,32 ",459 ,"78,99 ",248 ,"42,68 ",45 ,"7,74 "
2020-08-26,Castilla La Mancha,22.342 ,81 ,2.710 ,"133,31 ",1.504 ,"73,98 ",1.137 ,"55,93 ",323 ,"15,89 "
2020-08-26,Castilla y León,26.478 ,53 ,4.115 ,"171,49 ",2.112 ,"88,02 ",1.012 ,"42,17 ",304 ,"12,67 "
2020-08-26,Cataluña,104.084 ,165 ,12.605 ,"164,23 ",5.938 ,"77,37 ",4.045 ,"52,70 ",834 ,"10,87 "
2020-08-26,Ceuta,241 ,11 ,73 ,"86,11 ",46 ,"54,26 ",44 ,"51,90 ",12 ,"14,15 "
2020-08-26,C. Valenciana,20.748 ,0 ,4.217 ,"84,28 ",1.859 ,"37,15 ",1.462 ,"29,22 ",233 ,"4,66 "
2020-08-26,Extremadura,4.566 ,70 ,903 ,"84,57 ",547 ,"51,23 ",224 ,"20,98 ",90 ,"8,43 "
2020-08-26,Galicia,13.081 ,171 ,2.583 ,"95,68 ",1.558 ,"57,71 ",386 ,"14,30 ",167 ,"6,19 "
2020-08-26,Madrid,112.514 ,1.513 ,25.769 ,"386,72 ",13.179 ,"197,78 ",4.282 ,"64,26 ",842 ,"12,64 "
2020-08-26,Melilla,285 ,13 ,105 ,"121,41 ",81 ,"93,66 ",47 ,"54,34 ",19 ,"21,97 "
2020-08-26,Murcia,4.875 ,48 ,1.571 ,"105,16 ",773 ,"51,74 ",740 ,"49,53 ",171 ,"11,45 "
2020-08-26,Navarra,9.123 ,121 ,1.418 ,"216,75 ",787 ,"120,30 ",638 ,"97,52 ",228 ,"34,85 "
2020-08-26,País Vasco,25.955 ,151 ,6.477 ,"293,37 ",3.258 ,"147,57 ",45 ,"2,04 ",9 ,"0,41 "
2020-08-26,La Rioja,5.208 ,91 ,871 ,"274,94 ",478 ,"150,88 ",344 ,"108,59 ",129 ,"40,72 "
2020-08-27,Andalucía,26.829 ,384 ,7.860 ,"93,41 ",4.026 ,"47,85 ",2.524 ,"30,00 ",749 ,"8,90 "
2020-08-27,Aragón,25.373 ,297 ,5.331 ,"404,08 ",2.099 ,"159,10 ",907 ,"68,75 ",212 ,"16,07 "
2020-08-27,Asturias,3.185 ,38 ,422 ,"41,26 ",254 ,"24,83 ",149 ,"14,57 ",51 ,"4,99 "
2020-08-27,Baleares,7.465 ,4 ,3.009 ,"261,78 ",914 ,"79,52 ",1.082 ,"94,13 ",143 ,"12,44 "
2020-08-27,Canarias,5.851 ,326 ,2.645 ,"122,83 ",1.716 ,"79,69 ",1.329 ,"61,72 ",401 ,"18,62 "
2020-08-27,Cantabria,3.740 ,89 ,870 ,"149,72 ",499 ,"85,87 ",243 ,"41,82 ",45 ,"7,74 "
2020-08-27,Castilla La Mancha,22.686 ,119 ,2.898 ,"142,56 ",1.581 ,"77,77 ",1.188 ,"58,44 ",354 ,"17,41 "
2020-08-27,Castilla y León,26.973 ,61 ,4.335 ,"180,66 ",2.151 ,"89,64 ",1.096 ,"45,68 ",346 ,"14,42 "
2020-08-27,Cataluña,105.429 ,164 ,12.828 ,"167,14 ",6.043 ,"78,73 ",4.567 ,"59,50 ",1.149 ,"14,97 "
2020-08-27,Ceuta,246 ,5 ,77 ,"90,83 ",44 ,"51,90 ",47 ,"55,44 ",15 ,"17,69 "
2020-08-27,C. Valenciana,22.004 ,134 ,5.061 ,"101,14 ",2.607 ,"52,10 ",2.074 ,"41,45 ",520 ,"10,39 "
2020-08-27,Extremadura,4.642 ,77 ,921 ,"86,26 ",519 ,"48,61 ",226 ,"21,17 ",93 ,"8,71 "
2020-08-27,Galicia,13.448 ,272 ,2.803 ,"103,83 ",1.675 ,"62,05 ",526 ,"19,49 ",213 ,"7,89 "
2020-08-27,Madrid,115.159 ,979 ,26.487 ,"397,50 ",12.919 ,"193,88 ",3.867 ,"58,03 ",789 ,"11,84 "
2020-08-27,Melilla,293 ,8 ,111 ,"128,34 ",74 ,"85,56 ",45 ,"52,03 ",19 ,"21,97 "
2020-08-27,Murcia,5.085 ,29 ,1.664 ,"111,39 ",855 ,"57,23 ",775 ,"51,88 ",166 ,"11,11 "
2020-08-27,Navarra,9.203 ,72 ,1.416 ,"216,44 ",749 ,"114,49 ",619 ,"94,62 ",199 ,"30,42 "
2020-08-27,País Vasco,26.597 ,636 ,6.575 ,"297,81 ",3.340 ,"151,28 ",39 ,"1,77 ",6 ,"0,27 "
2020-08-27,La Rioja,5.299 ,87 ,921 ,"290,72 ",509 ,"160,67 ",356 ,"112,37 ",124 ,"39,14 "
2020-08-28,Andalucía,27.734 ,401 ,8.186 ,"97,29 ",4.247 ,"50,47 ",2.691 ,"31,98 ",791 ,"9,40 "
2020-08-28,Aragón,25.562 ,185 ,4.997 ,"378,76 ",1.906 ,"144,47 ",846 ,"64,13 ",204 ,"15,46 "
2020-08-28,Asturias,3.221 ,36 ,436 ,"42,63 ",250 ,"24,44 ",156 ,"15,25 ",45 ,"4,40 "
2020-08-28,Baleares,7.648 ,0 ,2.870 ,"249,68 ",885 ,"76,99 ",1.045 ,"90,91 ",142 ,"12,35 "
2020-08-28,Canarias,6.126 ,267 ,2.810 ,"130,49 ",1.800 ,"83,59 ",1.354 ,"62,88 ",388 ,"18,02 "
2020-08-28,Cantabria,3.832 ,92 ,901 ,"155,06 ",516 ,"88,80 ",238 ,"40,96 ",51 ,"8,78 "
2020-08-28,Castilla La Mancha,23.028 ,86 ,3.026 ,"148,85 ",1.564 ,"76,94 ",1.258 ,"61,88 ",394 ,"19,38 "
2020-08-28,Castilla y León,27.430 ,81 ,4.474 ,"186,45 ",2.063 ,"85,97 ",1.179 ,"49,13 ",364 ,"15,17 "
2020-08-28,Cataluña,106.811 ,141 ,13.113 ,"170,85 ",6.103 ,"79,52 ",4.802 ,"62,57 ",1.250 ,"16,29 "
2020-08-28,Ceuta,249 ,3 ,78 ,"92,01 ",41 ,"48,36 ",46 ,"54,26 ",15 ,"17,69 "
2020-08-28,C. Valenciana,22.695 ,128 ,5.353 ,"106,98 ",2.799 ,"55,94 ",2.252 ,"45,01 ",549 ,"10,97 "
2020-08-28,Extremadura,4.698 ,51 ,903 ,"84,57 ",513 ,"48,05 ",237 ,"22,20 ",82 ,"7,68 "
2020-08-28,Galicia,13.655 ,191 ,2.882 ,"106,76 ",1.684 ,"62,38 ",569 ,"21,08 ",214 ,"7,93 "
2020-08-28,Madrid,118.600 ,1.153 ,27.746 ,"416,39 ",13.391 ,"200,96 ",3.746 ,"56,22 ",820 ,"12,31 "
2020-08-28,Melilla,300 ,7 ,113 ,"130,66 ",76 ,"87,87 ",51 ,"58,97 ",19 ,"21,97 "
2020-08-28,Murcia,5.455 ,39 ,1.863 ,"124,71 ",1.028 ,"68,81 ",873 ,"58,44 ",195 ,"13,05 "
2020-08-28,Navarra,9.537 ,167 ,1.641 ,"250,84 ",985 ,"150,56 ",687 ,"105,01 ",258 ,"39,44 "
2020-08-28,País Vasco,27.334 ,730 ,6.836 ,"309,63 ",3.383 ,"153,23 ",36 ,"1,63 ",7 ,"0,32 "
2020-08-28,La Rioja,5.371 ,71 ,940 ,"296,72 ",513 ,"161,93 ",361 ,"113,95 ",110 ,"34,72 "
2020-08-31,Andalucía,29.808 ,308 ,8.636 ,"102,64 ",4.323 ,"51,38 ",2.789 ,"33,15 ",738 ,"8,77 "
2020-08-31,Aragón,25.756 ,192 ,3.701 ,"280,53 ",1.159 ,"87,85 ",588 ,"44,57 ",88 ,"6,67 "
2020-08-31,Asturias,3.322 ,27 ,463 ,"45,27 ",275 ,"26,89 ",162 ,"15,84 ",57 ,"5,57 "
2020-08-31,Baleares,8.164 ,0 ,2.718 ,"236,46 ",657 ,"57,16 ",818 ,"71,16 ",63 ,"5,48 "
2020-08-31,Canarias,7.068 ,301 ,3.371 ,"156,54 ",2.059 ,"95,62 ",1.515 ,"70,35 ",462 ,"21,45 "
2020-08-31,Cantabria,4.137 ,68 ,1.017 ,"175,02 ",619 ,"106,53 ",222 ,"38,20 ",71 ,"12,22 "
2020-08-31,Castilla La Mancha,23.810 ,22 ,3.264 ,"160,56 ",1.474 ,"72,51 ",1.331 ,"65,47 ",348 ,"17,12 "
2020-08-31,Castilla y León,28.797 ,59 ,4.992 ,"208,04 ",2.634 ,"109,77 ",1.296 ,"54,01 ",383 ,"15,96 "
2020-08-31,Cataluña,110.017 ,67 ,14.128 ,"184,07 ",6.898 ,"89,87 ",4.991 ,"65,03 ",1.382 ,"18,01 "
2020-08-31,Ceuta,275 ,8 ,91 ,"107,34 ",54 ,"63,70 ",48 ,"56,62 ",15 ,"17,69 "
2020-08-31,C. Valenciana,24.096 ,15 ,5.744 ,"114,79 ",2.725 ,"54,46 ",2.142 ,"42,81 ",382 ,"7,63 "
2020-08-31,Extremadura,5.033 ,91 ,1.138 ,"106,58 ",605 ,"56,66 ",280 ,"26,22 ",130 ,"12,18 "
2020-08-31,Galicia,14.513 ,145 ,3.325 ,"123,17 ",1.865 ,"69,09 ",681 ,"25,23 ",209 ,"7,74 "
2020-08-31,Madrid,126.057 ,554 ,30.959 ,"464,61 ",14.871 ,"223,17 ",3.027 ,"45,43 ",584 ,"8,76 "
2020-08-31,Melilla,345 ,8 ,142 ,"164,19 ",84 ,"97,12 ",64 ,"74,00 ",18 ,"20,81 "
2020-08-31,Murcia,6.194 ,13 ,2.248 ,"150,48 ",1.041 ,"69,68 ",1.019 ,"68,21 ",158 ,"10,58 "
2020-08-31,Navarra,9.977 ,127 ,1.770 ,"270,55 ",1.067 ,"163,10 ",817 ,"124,88 ",319 ,"48,76 "
2020-08-31,País Vasco,29.763 ,394 ,7.828 ,"354,56 ",4.185 ,"189,56 ",34 ,"1,54 ",3 ,"0,14 "
2020-08-31,La Rioja,5.726 ,90 ,1.119 ,"353,22 ",669 ,"211,18 ",395 ,"124,69 ",103 ,"32,51 "
2020-09-01,Andalucía,30.767 ,309 ,9.053 ,"107,59 ",4.679 ,"55,61 ",2.819 ,"33,50 ",718 ,"8,53 "
2020-09-01,Aragón,26.641 ,253 ,4.208 ,"318,96 ",1.863 ,"141,21 ",800 ,"60,64 ",232 ,"17,59 "
2020-09-01,Asturias,3.354 ,29 ,476 ,"46,54 ",255 ,"24,93 ",166 ,"16,23 ",53 ,"5,18 "
2020-09-01,Baleares,8.337 ,0 ,2.558 ,"222,54 ",616 ,"53,59 ",719 ,"62,55 ",55 ,"4,78 "
2020-09-01,Canarias,7.302 ,207 ,3.500 ,"162,53 ",2.061 ,"95,71 ",1.461 ,"67,85 ",427 ,"19,83 "
2020-09-01,Cantabria,4.199 ,62 ,1.060 ,"182,42 ",630 ,"108,42 ",200 ,"34,42 ",61 ,"10,50 "
2020-09-01,Castilla La Mancha,24.157 ,26 ,3.475 ,"170,94 ",1.582 ,"77,82 ",1.368 ,"67,29 ",340 ,"16,73 "
2020-09-01,Castilla y León,29.248 ,28 ,5.209 ,"217,08 ",2.690 ,"112,10 ",1.311 ,"54,64 ",360 ,"15,00 "
2020-09-01,Cataluña,110.667 ,142 ,13.788 ,"179,64 ",6.405 ,"83,45 ",4.729 ,"61,61 ",1.107 ,"14,42 "
2020-09-01,Ceuta,290 ,14 ,98 ,"115,60 ",60 ,"70,77 ",50 ,"58,98 ",19 ,"22,41 "
2020-09-01,C. Valenciana,25.006 ,159 ,6.363 ,"127,16 ",3.158 ,"63,11 ",2.249 ,"44,95 ",398 ,"7,95 "
2020-09-01,Extremadura,5.158 ,83 ,1.214 ,"113,70 ",664 ,"62,19 ",295 ,"27,63 ",133 ,"12,46 "
2020-09-01,Galicia,14.663 ,91 ,3.321 ,"123,02 ",1.747 ,"64,72 ",693 ,"25,67 ",200 ,"7,41 "
2020-09-01,Madrid,128.178 ,698 ,31.947 ,"479,44 ",15.669 ,"235,15 ",2.976 ,"44,66 ",620 ,"9,30 "
2020-09-01,Melilla,355 ,10 ,152 ,"175,75 ",82 ,"94,81 ",63 ,"72,84 ",18 ,"20,81 "
2020-09-01,Murcia,6.536 ,9 ,2.491 ,"166,74 ",1.203 ,"80,53 ",1.067 ,"71,42 ",179 ,"11,98 "
2020-09-01,Navarra,10.135 ,144 ,1.880 ,"287,37 ",1.132 ,"173,03 ",837 ,"127,94 ",312 ,"47,69 "
2020-09-01,País Vasco,30.194 ,420 ,7.976 ,"361,27 ",4.239 ,"192,00 ",28 ,"1,27 ",7 ,"0,32 "
2020-09-01,La Rioja,5.786 ,47 ,1.120 ,"353,54 ",664 ,"209,60 ",393 ,"124,05 ",97 ,"30,62 "
2020-09-02,Andalucía,31.651 ,272 ,9.369 ,"111,35 ",4.793 ,"56,96 ",2.804 ,"33,32 ",703 ,"8,35 "
2020-09-02,Aragón,26.865 ,220 ,3.951 ,"299,48 ",1.767 ,"133,94 ",752 ,"57,00 ",202 ,"15,31 "
2020-09-02,Asturias,3.384 ,32 ,476 ,"46,54 ",238 ,"23,27 ",163 ,"15,94 ",46 ,"4,50 "
2020-09-02,Baleares,8.663 ,0 ,2.543 ,"221,23 ",687 ,"59,77 ",728 ,"63,33 ",84 ,"7,31 "
2020-09-02,Canarias,7.566 ,235 ,3.613 ,"167,78 ",2.013 ,"93,48 ",1.452 ,"67,43 ",395 ,"18,34 "
2020-09-02,Cantabria,4.313 ,114 ,1.121 ,"192,92 ",662 ,"113,93 ",201 ,"34,59 ",63 ,"10,84 "
2020-09-02,Castilla La Mancha,24.664 ,56 ,3.766 ,"185,26 ",1.676 ,"82,45 ",1.457 ,"71,67 ",345 ,"16,97 "
2020-09-02,Castilla y León,29.689 ,72 ,5.298 ,"220,79 ",2.564 ,"106,85 ",1.347 ,"56,14 ",381 ,"15,88 "
2020-09-02,Cataluña,112.230 ,87 ,13.378 ,"174,30 ",5.885 ,"76,68 ",4.816 ,"62,75 ",1.162 ,"15,14 "
2020-09-02,Ceuta,299 ,9 ,104 ,"122,67 ",57 ,"67,24 ",51 ,"60,16 ",15 ,"17,69 "
2020-09-02,C. Valenciana,25.461 ,179 ,6.389 ,"127,68 ",3.124 ,"62,43 ",2.207 ,"44,11 ",380 ,"7,59 "
2020-09-02,Extremadura,5.273 ,89 ,1.251 ,"117,17 ",687 ,"64,34 ",299 ,"28,00 ",127 ,"11,89 "
2020-09-02,Galicia,14.916 ,152 ,3.392 ,"125,65 ",1.735 ,"64,27 ",724 ,"26,82 ",215 ,"7,96 "
2020-09-02,Madrid,130.579 ,1.362 ,31.087 ,"466,53 ",14.290 ,"214,46 ",3.096 ,"46,46 ",688 ,"10,33 "
2020-09-02,Melilla,372 ,17 ,169 ,"195,41 ",86 ,"99,44 ",68 ,"78,62 ",21 ,"24,28 "
2020-09-02,Murcia,6.755 ,11 ,2.608 ,"174,58 ",1.113 ,"74,50 ",1.064 ,"71,22 ",169 ,"11,31 "
2020-09-02,Navarra,10.269 ,131 ,1.933 ,"295,47 ",1.145 ,"175,02 ",845 ,"129,16 ",300 ,"45,86 "
2020-09-02,País Vasco,30.729 ,524 ,8.028 ,"363,62 ",4.239 ,"192,00 ",37 ,"1,68 ",14 ,"0,63 "
2020-09-02,La Rioja,5.876 ,101 ,1.145 ,"361,43 ",662 ,"208,97 ",396 ,"125,00 ",95 ,"29,99 "
2020-09-03,Andalucía,32.673 ,363 ,9.707 ,"115,36 ",4.853 ,"57,68 ",2.989 ,"35,52 ",776 ,"9,22 "
2020-09-03,Aragón,27.105 ,230 ,3.817 ,"289,32 ",1.702 ,"129,01 ",708 ,"53,67 ",179 ,"13,57 "
2020-09-03,Asturias,3.453 ,52 ,522 ,"51,04 ",270 ,"26,40 ",172 ,"16,82 ",56 ,"5,48 "
2020-09-03,Baleares,8.961 ,0 ,2.467 ,"214,62 ",664 ,"57,77 ",762 ,"66,29 ",106 ,"9,22 "
2020-09-03,Canarias,7.927 ,325 ,3.784 ,"175,72 ",2.027 ,"94,13 ",1.539 ,"71,47 ",427 ,"19,83 "
2020-09-03,Cantabria,4.415 ,102 ,1.174 ,"202,04 ",675 ,"116,16 ",208 ,"35,80 ",62 ,"10,67 "
2020-09-03,Castilla La Mancha,25.192 ,180 ,4.033 ,"198,39 ",1.854 ,"91,20 ",1.564 ,"76,94 ",373 ,"18,35 "
2020-09-03,Castilla y León,30.040 ,17 ,5.185 ,"216,08 ",2.499 ,"104,14 ",1.382 ,"57,59 ",371 ,"15,46 "
2020-09-03,Cataluña,113.569 ,113 ,13.447 ,"175,20 ",5.714 ,"74,45 ",4.739 ,"61,74 ",1.040 ,"13,55 "
2020-09-03,Ceuta,303 ,4 ,101 ,"119,14 ",56 ,"66,06 ",54 ,"63,70 ",13 ,"15,33 "
2020-09-03,C. Valenciana,25.996 ,107 ,6.444 ,"128,78 ",2.970 ,"59,36 ",2.282 ,"45,61 ",421 ,"8,41 "
2020-09-03,Extremadura,5.411 ,127 ,1.283 ,"120,16 ",734 ,"68,75 ",312 ,"29,22 ",124 ,"11,61 "
2020-09-03,Galicia,15.051 ,38 ,3.278 ,"121,43 ",1.581 ,"58,57 ",759 ,"28,12 ",222 ,"8,22 "
2020-09-03,Madrid,133.656 ,1.200 ,31.146 ,"467,42 ",14.066 ,"211,09 ",3.152 ,"47,30 ",733 ,"11,00 "
2020-09-03,Melilla,394 ,16 ,175 ,"202,34 ",100 ,"115,62 ",72 ,"83,25 ",22 ,"25,44 "
2020-09-03,Murcia,6.755 ,0 ,2.483 ,"166,21 ",847 ,"56,70 ",911 ,"60,98 ",99 ,"6,63 "
2020-09-03,Navarra,10.380 ,109 ,1.927 ,"294,55 ",1.012 ,"154,69 ",839 ,"128,25 ",278 ,"42,49 "
2020-09-03,País Vasco,31.294 ,564 ,8.034 ,"363,90 ",4.111 ,"186,21 ",44 ,"1,99 ",15 ,"0,68 "
2020-09-03,La Rioja,5.938 ,60 ,1.148 ,"362,38 ",636 ,"200,76 ",378 ,"119,32 ",86 ,"27,15 "
2020-09-04,Andalucía,33.687 ,314 ,10.037 ,"119,29 ",4.858 ,"57,74 ",3.066 ,"36,44 ",784 ,"9,32 "
2020-09-04,Aragón,27.493 ,335 ,3.814 ,"289,09 ",1.863 ,"141,21 ",1.202 ,"91,11 ",353 ,"26,76 "
2020-09-04,Asturias,3.498 ,44 ,527 ,"51,53 ",278 ,"27,18 ",194 ,"18,97 ",73 ,"7,14 "
2020-09-04,Baleares,9.191 ,0 ,2.359 ,"205,23 ",655 ,"56,98 ",730 ,"63,51 ",105 ,"9,13 "
2020-09-04,Canarias,8.302 ,363 ,3.962 ,"183,99 ",2.086 ,"96,87 ",1.602 ,"74,39 ",476 ,"22,10 "
2020-09-04,Cantabria,4.561 ,146 ,1.245 ,"214,26 ",729 ,"125,46 ",233 ,"40,10 ",80 ,"13,77 "
2020-09-04,Castilla La Mancha,25.737 ,80 ,4.211 ,"207,15 ",1.912 ,"94,05 ",1.664 ,"81,85 ",389 ,"19,14 "
2020-09-04,Castilla y León,30.531 ,113 ,5.122 ,"213,46 ",2.357 ,"98,23 ",1.416 ,"59,01 ",322 ,"13,42 "
2020-09-04,Cataluña,114.987 ,160 ,13.520 ,"176,15 ",5.763 ,"75,09 ",4.780 ,"62,28 ",1.114 ,"14,51 "
2020-09-04,Ceuta,308 ,5 ,100 ,"117,96 ",58 ,"68,41 ",55 ,"64,88 ",13 ,"15,33 "
2020-09-04,C. Valenciana,26.710 ,130 ,6.644 ,"132,78 ",3.020 ,"60,35 ",2.358 ,"47,12 ",445 ,"8,89 "
2020-09-04,Extremadura,5.583 ,166 ,1.395 ,"130,65 ",828 ,"77,55 ",314 ,"29,41 ",128 ,"11,99 "
2020-09-04,Galicia,15.480 ,181 ,3.508 ,"129,95 ",1.715 ,"63,53 ",771 ,"28,56 ",205 ,"7,59 "
2020-09-04,Madrid,136.901 ,1.462 ,31.538 ,"473,30 ",14.085 ,"211,38 ",2.975 ,"44,65 ",614 ,"9,21 "
2020-09-04,Melilla,413 ,18 ,189 ,"218,53 ",110 ,"127,19 ",79 ,"91,34 ",30 ,"34,69 "
2020-09-04,Murcia,7.017 ,48 ,2.566 ,"171,77 ",795 ,"53,22 ",909 ,"60,85 ",156 ,"10,44 "
2020-09-04,Navarra,10.547 ,158 ,1.996 ,"305,10 ",1.008 ,"154,08 ",882 ,"134,82 ",308 ,"47,08 "
2020-09-04,País Vasco,32.006 ,678 ,8.052 ,"364,71 ",4.085 ,"185,03 ",50 ,"2,26 ",15 ,"0,68 "
2020-09-04,La Rioja,6.037 ,102 ,1.177 ,"371,53 ",662 ,"208,97 ",379 ,"119,63 ",95 ,"29,99 "
2020-09-07,Andalucía,36.083 ,250 ,10.442 ,"124,10 ",4.734 ,"56,26 ",2.976 ,"35,37 ",757 ,"9,00 "
2020-09-07,Aragón,28.410 ,224 ,3.791 ,"287,35 ",1.988 ,"150,69 ",1.180 ,"89,44 ",365 ,"27,67 "
2020-09-07,Asturias,3.698 ,55 ,651 ,"63,65 ",373 ,"36,47 ",216 ,"21,12 ",65 ,"6,36 "
2020-09-07,Baleares,9.501 ,0 ,1.945 ,"169,21 ",337 ,"29,32 ",545 ,"47,41 ",29 ,"2,52 "
2020-09-07,Canarias,9.184 ,180 ,4.158 ,"193,09 ",2.054 ,"95,38 ",1.593 ,"73,98 ",466 ,"21,64 "
2020-09-07,Cantabria,4.856 ,60 ,1.338 ,"230,26 ",719 ,"123,74 ",175 ,"30,12 ",23 ,"3,96 "
2020-09-07,Castilla La Mancha,26.820 ,18 ,4.388 ,"215,85 ",1.875 ,"92,23 ",1.596 ,"78,51 ",376 ,"18,50 "
2020-09-07,Castilla y León,31.987 ,49 ,5.760 ,"240,05 ",2.389 ,"99,56 ",1.502 ,"62,60 ",416 ,"17,34 "
